grad_diff_norm,param_update_norm,next_grad_norm
5.555152893066406e-05,0.03564453125,5.555152893066406e-05
8.392333984375e-05,0.0267333984375,6.341934204101562e-05
8.916854858398438e-05,0.022216796875,6.341934204101562e-05
0.00011014938354492188,0.0198974609375,9.107589721679688e-05
9.870529174804688e-05,0.017333984375,3.886222839355469e-05
8.392333984375e-05,0.016357421875,7.43865966796875e-05
0.00010442733764648438,0.01544189453125,7.343292236328125e-05
8.535385131835938e-05,0.01422119140625,4.410743713378906e-05
9.965896606445312e-05,0.01397705078125,8.96453857421875e-05
9.822845458984375e-05,0.0128173828125,3.9577484130859375e-05
0.00010061264038085938,0.012939453125,9.298324584960938e-05
0.00010347366333007812,0.01202392578125,4.57763671875e-05
6.532669067382812e-05,0.01129150390625,4.601478576660156e-05
6.532669067382812e-05,0.0107421875,4.6253204345703125e-05
8.344650268554688e-05,0.01092529296875,6.961822509765625e-05
9.393692016601562e-05,0.01068115234375,6.341934204101562e-05
9.34600830078125e-05,0.01055908203125,6.914138793945312e-05
9.679794311523438e-05,0.0103759765625,6.818771362304688e-05
8.916854858398438e-05,0.01007080078125,5.7220458984375e-05
7.724761962890625e-05,0.009765625,5.2928924560546875e-05
8.726119995117188e-05,0.00994873046875,6.914138793945312e-05
9.965896606445312e-05,0.01031494140625,7.534027099609375e-05
9.059906005859375e-05,0.00982666015625,4.8160552978515625e-05
7.152557373046875e-05,0.009521484375,5.1975250244140625e-05
8.487701416015625e-05,0.009521484375,6.67572021484375e-05
9.393692016601562e-05,0.009521484375,6.723403930664062e-05
9.012222290039062e-05,0.0093994140625,6.151199340820312e-05
8.058547973632812e-05,0.00897216796875,5.030632019042969e-05
7.772445678710938e-05,0.0089111328125,6.0558319091796875e-05
8.535385131835938e-05,0.0087890625,5.91278076171875e-05
