grad_diff_norm,param_update_norm,next_grad_norm
0.00010061264038085938,0.0277099609375,0.00010061264038085938
0.00016498565673828125,0.0205078125,0.0001316070556640625
0.00017261505126953125,0.0166015625,0.00010728836059570312
0.00016117095947265625,0.0146484375,0.00012302398681640625
0.0001354217529296875,0.0126953125,5.841255187988281e-05
0.00016689300537109375,0.0123291015625,0.000156402587890625
0.000202178955078125,0.0115966796875,0.00012874603271484375
0.0001468658447265625,0.010498046875,6.771087646484375e-05
0.0001811981201171875,0.0106201171875,0.00017261505126953125
0.00018596649169921875,0.00970458984375,7.295608520507812e-05
0.0001468658447265625,0.00946044921875,0.00012683868408203125
0.0001392364501953125,0.0086669921875,5.91278076171875e-05
0.0001010894775390625,0.00823974609375,8.249282836914062e-05
0.0001239776611328125,0.008056640625,9.489059448242188e-05
0.00017642974853515625,0.00848388671875,0.0001506805419921875
0.0001697540283203125,0.008056640625,8.296966552734375e-05
0.0001354217529296875,0.0078125,0.00010824203491210938
0.00014972686767578125,0.007659912109375,0.00010633468627929688
0.00013637542724609375,0.00726318359375,8.296966552734375e-05
0.00011777877807617188,0.0069580078125,8.058547973632812e-05
0.00015544891357421875,0.007232666015625,0.00013446807861328125
0.000186920166015625,0.007598876953125,0.00013828277587890625
0.000171661376953125,0.0074462890625,0.00010156631469726562
0.00013446807861328125,0.0072021484375,9.059906005859375e-05
0.00016117095947265625,0.007354736328125,0.000133514404296875
0.0001678466796875,0.007171630859375,0.00010251998901367188
0.000152587890625,0.007080078125,0.00010776519775390625
0.0001316070556640625,0.006805419921875,7.581710815429688e-05
0.00011777877807617188,0.00677490234375,9.393692016601562e-05
0.00013446807861328125,0.006561279296875,9.298324584960938e-05
