grad_diff_norm,param_update_norm,next_grad_norm
4.917383193969727e-07,0.00135040283203125,4.917383193969727e-07
8.940696716308594e-07,0.00185394287109375,7.674098014831543e-07
1.9073486328125e-06,0.0032958984375,1.780688762664795e-06
1.9371509552001953e-06,0.002410888671875,6.51925802230835e-07
2.175569534301758e-06,0.00299072265625,2.130866050720215e-06
2.8461217880249023e-06,0.003173828125,1.8924474716186523e-06
2.4139881134033203e-06,0.002960205078125,1.5124678611755371e-06
3.7401914596557617e-06,0.003814697265625,3.3974647521972656e-06
3.933906555175781e-06,0.003509521484375,2.0116567611694336e-06
4.708766937255859e-06,0.0042724609375,4.26173210144043e-06
4.857778549194336e-06,0.003936767578125,2.2798776626586914e-06
2.726912498474121e-06,0.0034637451171875,1.519918441772461e-06
2.3245811462402344e-06,0.003173828125,1.6987323760986328e-06
3.904104232788086e-06,0.0036773681640625,3.546476364135742e-06
4.470348358154297e-06,0.0035247802734375,2.6226043701171875e-06
3.844499588012695e-06,0.0035247802734375,2.8312206268310547e-06
4.380941390991211e-06,0.003814697265625,3.471970558166504e-06
4.6193599700927734e-06,0.0037078857421875,3.0547380447387695e-06
4.202127456665039e-06,0.003570556640625,2.637505531311035e-06
4.708766937255859e-06,0.003753662109375,3.814697265625e-06
4.857778549194336e-06,0.003662109375,3.1888484954833984e-06
4.0531158447265625e-06,0.00341796875,2.428889274597168e-06
3.7550926208496094e-06,0.00341796875,2.8908252716064453e-06
4.857778549194336e-06,0.00347900390625,3.725290298461914e-06
5.036592483520508e-06,0.0034942626953125,3.337860107421875e-06
4.798173904418945e-06,0.0035247802734375,3.3974647521972656e-06
4.4405460357666016e-06,0.0032196044921875,2.8461217880249023e-06
4.76837158203125e-06,0.00335693359375,3.680586814880371e-06
4.738569259643555e-06,0.0033111572265625,3.129243850708008e-06
