grad_diff_norm,param_update_norm,next_grad_norm
7.092952728271484e-06,0.0224609375,7.092952728271484e-06
1.4066696166992188e-05,0.0242919921875,1.1742115020751953e-05
1.6570091247558594e-05,0.0244140625,1.2993812561035156e-05
1.7404556274414062e-05,0.02197265625,1.1205673217773438e-05
0.0003223419189453125,0.041259765625,0.0003223419189453125
0.0003204345703125,0.0380859375,2.467632293701172e-05
3.4809112548828125e-05,0.03466796875,2.3126602172851562e-05
3.314018249511719e-05,0.03125,2.372264862060547e-05
2.9206275939941406e-05,0.0283203125,1.633167266845703e-05
4.124641418457031e-05,0.0257568359375,3.838539123535156e-05
6.389617919921875e-05,0.024658203125,5.1975250244140625e-05
5.8650970458984375e-05,0.0225830078125,2.7298927307128906e-05
5.030632019042969e-05,0.0216064453125,4.363059997558594e-05
6.437301635742188e-05,0.0206298828125,4.7206878662109375e-05
6.151199340820312e-05,0.01953125,4.100799560546875e-05
4.935264587402344e-05,0.0179443359375,2.658367156982422e-05
4.76837158203125e-05,0.0172119140625,4.0531158447265625e-05
7.200241088867188e-05,0.0179443359375,5.8650970458984375e-05
6.67572021484375e-05,0.0169677734375,3.0159950256347656e-05
4.458427429199219e-05,0.0159912109375,3.147125244140625e-05
7.724761962890625e-05,0.0174560546875,7.104873657226562e-05
7.343292236328125e-05,0.01611328125,2.014636993408203e-05
4.363059997558594e-05,0.01531982421875,3.695487976074219e-05
7.534027099609375e-05,0.016845703125,6.532669067382812e-05
8.869171142578125e-05,0.0177001953125,6.532669067382812e-05
8.535385131835938e-05,0.0181884765625,6.151199340820312e-05
7.295608520507812e-05,0.0172119140625,3.5762786865234375e-05
0.000751495361328125,0.03759765625,0.0007476806640625
0.000751495361328125,0.03564453125,4.291534423828125e-05
