grad_diff_norm,param_update_norm,next_grad_norm
6.221234798431396e-07,0.00180816650390625,6.221234798431396e-07
1.773238182067871e-06,0.0035247802734375,1.6167759895324707e-06
2.4884939193725586e-06,0.0042724609375,1.9818544387817383e-06
2.2649765014648438e-06,0.0037078857421875,1.3336539268493652e-06
1.7642974853515625e-05,0.010986328125,1.7642974853515625e-05
1.7881393432617188e-05,0.00958251953125,3.039836883544922e-06
3.591179847717285e-06,0.00830078125,1.9222497940063477e-06
2.8759241104125977e-06,0.007080078125,2.175569534301758e-06
2.8908252716064453e-06,0.0059814453125,1.9669532775878906e-06
5.811452865600586e-06,0.0059814453125,5.3942203521728516e-06
8.821487426757812e-06,0.00640869140625,6.854534149169922e-06
7.539987564086914e-06,0.00579833984375,3.2335519790649414e-06
1.2278556823730469e-05,0.00701904296875,1.150369644165039e-05
1.1920928955078125e-05,0.00628662109375,3.039836883544922e-06
6.854534149169922e-06,0.006103515625,6.16908073425293e-06
6.407499313354492e-06,0.00531005859375,1.6689300537109375e-06
7.450580596923828e-06,0.0054931640625,7.212162017822266e-06
9.417533874511719e-06,0.00543212890625,6.139278411865234e-06
6.765127182006836e-06,0.0048828125,2.8908252716064453e-06
4.470348358154297e-06,0.004486083984375,3.3974647521972656e-06
4.559755325317383e-06,0.004119873046875,3.1739473342895508e-06
3.7550926208496094e-06,0.003692626953125,2.1010637283325195e-06
6.318092346191406e-06,0.0037994384765625,5.751848220825195e-06
9.238719940185547e-06,0.00445556640625,7.212162017822266e-06
1.3887882232666016e-05,0.0059814453125,1.1861324310302734e-05
1.633167266845703e-05,0.006561279296875,1.1026859283447266e-05
1.1324882507324219e-05,0.005859375,3.4421682357788086e-06
4.029273986816406e-05,0.010986328125,4.00543212890625e-05
4.0531158447265625e-05,0.0096435546875,4.5299530029296875e-06
