grad_diff_norm,param_update_norm,next_grad_norm
0.00010633468627929688,0.037841796875,0.00010633468627929688
0.00014781951904296875,0.0281982421875,0.00010538101196289062
0.0001659393310546875,0.0235595703125,0.00013256072998046875
0.00017261505126953125,0.02099609375,0.000118255615234375
0.00013637542724609375,0.0184326171875,7.295608520507812e-05
0.000888824462890625,0.02001953125,0.000885009765625
0.000896453857421875,0.0177001953125,0.000133514404296875
0.0001678466796875,0.015869140625,9.489059448242188e-05
0.000133514404296875,0.01434326171875,9.489059448242188e-05
0.000125885009765625,0.01312255859375,9.202957153320312e-05
0.00020503997802734375,0.01287841796875,0.00018215179443359375
0.0002880096435546875,0.01275634765625,0.0002155303955078125
0.00023746490478515625,0.0115966796875,8.821487426757812e-05
0.000461578369140625,0.01251220703125,0.0004482269287109375
0.00046539306640625,0.01141357421875,9.298324584960938e-05
0.0001773834228515625,0.01092529296875,0.000148773193359375
0.000156402587890625,0.010009765625,5.316734313964844e-05
0.00017452239990234375,0.0098876953125,0.0001678466796875
0.00023651123046875,0.0098876953125,0.00017261505126953125
0.0001888275146484375,0.00909423828125,7.43865966796875e-05
0.00011682510375976562,0.00848388671875,8.678436279296875e-05
0.00011539459228515625,0.0079345703125,7.486343383789062e-05
9.202957153320312e-05,0.00738525390625,5.53131103515625e-05
0.00010967254638671875,0.007080078125,9.5367431640625e-05
0.0001983642578125,0.00762939453125,0.0001735687255859375
0.000255584716796875,0.008056640625,0.000186920166015625
0.000278472900390625,0.0089111328125,0.0002346038818359375
0.0002460479736328125,0.00830078125,7.772445678710938e-05
0.00095367431640625,0.01385498046875,0.000949859619140625
0.000957489013671875,0.01275634765625,0.00010251998901367188
