grad_diff_norm,param_update_norm,next_grad_norm
3.123283386230469e-05,0.03173828125,3.123283386230469e-05
6.4849853515625e-05,0.025146484375,5.6743621826171875e-05
8.678436279296875e-05,0.0213623046875,6.628036499023438e-05
8.916854858398438e-05,0.018798828125,5.9604644775390625e-05
6.771087646484375e-05,0.0162353515625,3.170967102050781e-05
0.000736236572265625,0.0196533203125,0.000736236572265625
0.00074005126953125,0.017333984375,6.246566772460938e-05
8.106231689453125e-05,0.01544189453125,5.2928924560546875e-05
7.152557373046875e-05,0.013916015625,4.839897155761719e-05
5.650520324707031e-05,0.01251220703125,3.039836883544922e-05
0.00010824203491210938,0.011962890625,0.000102996826171875
0.00014019012451171875,0.01141357421875,9.679794311523438e-05
0.0001049041748046875,0.010498046875,4.1484832763671875e-05
0.0001068115234375,0.01025390625,9.918212890625e-05
0.00011205673217773438,0.009521484375,5.14984130859375e-05
9.1552734375e-05,0.00921630859375,7.677078247070312e-05
8.249282836914062e-05,0.0084228515625,2.956390380859375e-05
8.440017700195312e-05,0.00823974609375,7.867813110351562e-05
0.00011730194091796875,0.0081787109375,8.630752563476562e-05
9.584426879882812e-05,0.00762939453125,4.076957702636719e-05
5.7697296142578125e-05,0.007171630859375,4.076957702636719e-05
6.961822509765625e-05,0.007049560546875,5.6743621826171875e-05
6.008148193359375e-05,0.006500244140625,1.9431114196777344e-05
5.221366882324219e-05,0.006317138671875,4.863739013671875e-05
9.72747802734375e-05,0.006744384765625,8.440017700195312e-05
0.0001277923583984375,0.007171630859375,9.679794311523438e-05
0.00014591217041015625,0.007720947265625,0.00010919570922851562
0.00011348724365234375,0.00714111328125,3.314018249511719e-05
0.000667572021484375,0.013916015625,0.000667572021484375
0.00067138671875,0.01275634765625,4.982948303222656e-05
